case_id,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_first,curve_mae_first,curve_rmse_first,curve_bias_second,curve_mae_second,curve_rmse_second,second_minus_first_rmse,second_minus_first_mae,split_mode,split_idx,tau_used,true_beta,true_gamma,true_R0,true_beta_timeavg,true_beta_infweighted,true_R0_timeavg,true_R0_infweighted,beta_ref_mode,beta0,gamma,tau,kappa,severity
40,0.7,0.86,-0.0078804501061677,0.01257296481897356,0.018184660160224075,-0.006943854630332102,0.015833681195297024,0.019410181227630004,-0.008144618060890561,0.011653275584625917,0.01782377177338448,-0.0015864094542455236,-0.004180405610671107,tau,11,11,0.28637299354381224,0.42040059676575253,0.6811907398489718,0.28637299354381224,0.3651885431679972,0.6811907398489718,0.8686679942356992,time_avg,0.42248815497436476,0.42040059676575253,11,0.5869550065155185,strong
41,0.32,0.6,0.01081968297250569,0.034674474028870465,0.04436008519193533,-0.006413988896052946,0.018243291626938364,0.02105150543917886,0.015680462217483766,0.03930891009095388,0.04896781601816737,0.027916310578988506,0.021065618464015515,tau,11,11,0.2290621387024739,0.09313352767300545,2.4595024415559323,0.2290621387024739,0.20348495723634846,2.4595024415559323,2.1848732923635206,time_avg,0.36424168603693796,0.09313352767300545,11,0.524197480379315,strong
42,0.68,0.9,-0.008485823703940696,0.013365393046533426,0.019818902129651452,-0.008750099270920535,0.016339115418044718,0.021518263139856757,-0.008383049872337425,0.01220894545761237,0.01911728784332935,-0.0024009752965274064,-0.004130169960432348,tau,14,14,0.11261783973588713,0.13262141182567433,0.8491678544631909,0.11261783973588713,0.12321959837940168,0.8491678544631909,0.9291078769495308,time_avg,0.19151320661556806,0.13262141182567433,14,0.4278363336897215,strong
43,0.54,0.96,-0.002432663068175316,0.015775177143514157,0.01920252626047854,-0.003591564799925046,0.016981345185610865,0.021314752471797947,-0.0009576972277665681,0.014240054180845618,0.01611877490419441,-0.005195977567603538,-0.002741291004765247,tau,28,28,0.2970343999258623,0.22055145979148189,1.3467804756617363,0.2970343999258623,0.32864910966284233,1.3467804756617363,1.490124390804578,time_avg,0.3893056578906616,0.22055145979148189,28,0.461329677041708,strong
44,0.8,0.98,-0.004283588586258702,0.00904493518115487,0.012382490145584549,-0.003594504683227886,0.010262045506944718,0.012819322684544693,-0.004870585985136805,0.008008137496222777,0.011997835184661026,-0.0008214874998836667,-0.0022539080107219413,tau,23,23,0.19844826258638754,0.3866667428395353,0.5132281642042914,0.19844826258638754,0.27497589216988577,0.5132281642042914,0.711144408620628,time_avg,0.2803081750708738,0.3866667428395353,23,0.4591936874887881,strong
45,0.76,0.98,-0.004543380017857999,0.010606103986501693,0.01407854160434792,-0.004251572918146849,0.011509915376082062,0.01536729691578629,-0.004835187117569148,0.009702292596921324,0.012659259572059336,-0.002708037343726953,-0.0018076227791607377,tau,25,25,0.31957809567657963,0.4643095108079695,0.6882867747431339,0.31957809567657963,0.4328099548329605,0.6882867747431339,0.9321582796781505,time_avg,0.45518619796528914,0.4643095108079695,25,0.4041642611534083,strong
46,0.6,0.94,0.0038897313782945277,0.01816046455409378,0.023856287036703068,0.007371423892133559,0.02355301390828875,0.029738848571566487,0.0006758613655200371,0.013182726688683033,0.016676264586089517,-0.01306258398547697,-0.010370287219605718,tau,24,24,0.5945943932271108,0.08980683677432433,6.6208143453628985,0.5945943932271108,0.7295383211357576,6.6208143453628985,8.123416293672774,time_avg,0.8170088790714031,0.08980683677432433,24,0.47648039569494516,strong
47,0.56,0.92,-0.0029131732892710717,0.014702014012727886,0.019173821826761164,-0.006557481424154147,0.020809303462991247,0.024929243807154864,0.00019123734414784444,0.009499508184725764,0.012304811834909158,-0.012624431972245706,-0.011309795278265483,tau,23,23,0.38534325446661505,0.345445152229597,1.1154976469622018,0.38534325446661505,0.5185803811100687,1.1154976469622018,1.5011945536447966,time_avg,0.5800509461814752,0.345445152229597,23,0.37838253373151975,strong
48,0.78,0.9,-0.004918267042958177,0.011161988780950196,0.01665009863199197,-0.0026087451048872686,0.010754758619110693,0.012453412108957746,-0.005569670666516639,0.011276848570186978,0.01765432105023217,0.005200908941274424,0.0005220899510762853,tau,11,11,0.22719510609564572,0.373768153746296,0.6078503580855092,0.22719510609564572,0.299917486509983,0.6078503580855092,0.8024158385456218,time_avg,0.34336400979420834,0.373768153746296,11,0.5662489728888696,strong
49,0.8,0.98,-0.002515641471691197,0.008055942682403838,0.011639471030043667,-0.0015010609565381725,0.008526502828577318,0.011485400084938775,-0.003806925763704137,0.00745704795091032,0.011832660251589789,0.00034726016665101445,-0.0010694548776669982,tau,28,28,0.27281605125957503,0.4435478323962886,0.6150769575079944,0.27281605125957503,0.33009886091037827,0.6150769575079944,0.7442238171405398,time_avg,0.3324186477713753,0.4435478323962886,28,0.5925004583049376,strong
