case_id,tau,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_pre,curve_mae_pre,curve_rmse_pre,curve_bias_post,curve_mae_post,curve_rmse_post,post_minus_pre_rmse,post_minus_pre_mae,true_beta,true_gamma,true_R0,rho0,eta,severity
72,30,0.84,0.98,-0.0021568183296039934,0.008354853100827312,0.01092358508072301,0.0007825882775553812,0.00774278455064632,0.009730443908688106,-0.006565928240343055,0.009272955926098803,0.012501578682282395,0.002771134773594289,0.0015301713754524828,0.11034345457644461,0.37065114877443117,0.2977016392402896,1.0,0.5316084196533836,strong
73,23,0.38,0.68,-0.006686955543118529,0.030988817734760234,0.04120282832454579,-0.033851597478370306,0.038284308864208666,0.04936455703175648,0.016453294994318166,0.024774140105970826,0.032680204000816344,-0.01668435303094014,-0.01351016875823784,0.6487321682709507,0.09969789528331488,6.506979574919075,1.0,0.4671884624392476,strong
74,22,0.42,0.74,-0.005433214858639985,0.027895621315110475,0.039620568600204124,-0.030355794037776915,0.03676949130286547,0.04889815624803285,0.014148811639253316,0.02092329489616012,0.03040607302598288,-0.018492083222049968,-0.01584619640670535,0.5486711756037514,0.13527308614189015,4.056026156069517,1.0,0.3832758018993387,strong
75,21,0.74,0.94,-0.005429520915204194,0.013800023835210595,0.017578833017673073,-0.012769187479058192,0.018732730376844604,0.02176553435464407,-0.00011458995517198767,0.010228063925751485,0.013774364385554126,-0.007991169969089945,-0.008504666451093119,0.5707665313120233,0.4611387060626303,1.2377328639043015,1.0,0.4534736879102629,strong
76,14,0.4,0.72,-0.0038958098529838026,0.02364294773200527,0.029003901352882628,-0.015714797025014247,0.02593577789541866,0.031365198927992485,0.0007004629361391482,0.022751291557344504,0.028031953409998506,-0.0033332455179939796,-0.0031844863380741557,0.36743207135771916,0.14292164715754543,2.5708636771635534,1.0,0.3479258206235939,strong
77,17,0.54,0.84,-0.004213094144361094,0.016865782445529477,0.02250409534973336,-0.009246830883271554,0.018267070326734993,0.024227998159789293,-0.0016199570364375231,0.016143906870362996,0.021562302375640153,-0.0026656957841491406,-0.0021231634563719966,0.4520206088609219,0.22394612091671662,2.0184346440589787,1.0,0.4386544708355302,strong
78,22,0.7,0.96,-0.009422160913236438,0.015587985650636255,0.02052407481417875,-0.006686832353642041,0.01334751081991602,0.016475617145375654,-0.011571347638632037,0.017348358731916442,0.02321488994300118,0.006739272797625526,0.0040008479120004214,0.19668071865335562,0.14297792851985686,1.3756019596132314,1.0,0.5486901761336412,strong
79,27,0.72,0.94,-0.004435767272952944,0.011661611592862754,0.017709968266088578,-0.008399371859721012,0.017186647617361613,0.02284424136852063,0.00021715985064435264,0.005175699738016271,0.00831955783551766,-0.014524683533002968,-0.01201094787934534,0.7458383645762514,0.25434765557167177,2.9323579291497897,1.0,0.5191773604669332,strong
80,29,0.66,0.96,-0.006601065096620004,0.012052555121772456,0.016242965603858264,-0.007455038679522815,0.016072053548574834,0.01901165579845002,-0.005421768244039933,0.006501819199045366,0.011359594121359902,-0.007652061677090118,-0.009570234349529468,0.9376042687438233,0.35451772784732144,2.6447316878540335,1.0,0.4926886715617025,strong
81,11,0.5,0.8,0.005010277645196765,0.03673768561799079,0.05679937850186693,-0.054892995437099176,0.056890806310217486,0.07394379113443424,0.02190607261712639,0.03105347208941403,0.05093080856675038,-0.02301298256768386,-0.025837334220803455,0.9957969575926066,0.14932944653887978,6.6684567623662785,1.0,0.3885792622846721,strong
